provincia_id;provincia_nombre;anio;codigo_delito_snic_id;codigo_delito_snic_nombre;cantidad_hechos;cantidad_victimas;cantidad_victimas_masc;cantidad_victimas_fem;cantidad_victimas_sd;tasa_hechos;tasa_victimas;tasa_victimas_masc;tasa_victimas_fem
5;Corrientes;2018;14;Otros delitos contra la libertad;49;64;20;40;4;4.45016;5.8124537;3.6821835;7.169384
5;Corrientes;2020;14;Otros delitos contra la libertad;54;61;27;34;0;4.8179827;5.4425364;4.8822298;5.9882874
5;Corrientes;2020;14;Otros delitos contra la libertad;18;19;8;11;0;1.6059943;1.6952162;1.4465866;1.9373872
5;Corrientes;2023;14;Otros delitos contra la libertad;237;238;7;13;218;20.633259;20.720318;1.2347095;2.2348442
5;Corrientes;2023;14;Otros delitos contra la libertad;234;235;7;13;215;20.372078;20.459137;1.2347095;2.2348442
5;Corrientes;2018;15;Otros delitos contra las personas;762;767;280;450;37;69.204529;69.65863;51.550568;80.655571
5;Corrientes;2020;15;Otros delitos contra las personas;533;543;235;296;12;47.555275;48.447495;42.493481;52.133327
5;Corrientes;2023;15;Otros delitos contra las personas;33;33;5;9;296;26.988649;26.988649;.8819353;1.5472
5;Corrientes;2018;16;Suicidios (consumados);83;83;70;13;0;8.305.746;8.305.746;4.263.707;2.5562572
5;Corrientes;2020;16;Suicidios (consumados);36;36;32;4;0;3.5308518;3.5308518;6.3883858;.77119583
5;Corrientes;2023;16;Suicidios (consumados);78;78;62;16;0;7.434.211;7.434.211;12.021654;2.9992483
5;Corrientes;2023;17;Tentativa de abuso sexual con acceso carnal;11;11;0;1;3;.95766175;.95766175;0;.17191111
5;Corrientes;2018;18;Trata de personas agravado;2;2;0;2;0;.18163918;.18163918;0;.35846919
5;Corrientes;2023;18;Trata de personas agravado;1;1;0;0;1;.087060161;.087060161;0;0
5;Corrientes;2018;19;Trata de personas simple;21;21;16;5;0;1.907.214;1.907.214;2.9457467;.896173
5;Corrientes;2020;19;Trata de personas simple;36;42;19;23;0;3.2119887;3.7473199;3.4356432;4.0509005
5;Corrientes;2023;19;Trata de personas simple;2;2;0;0;2;.17112032;.17112032;0;0
6;Chaco;2023;1;Abuso sexual agravado;31;112;8;34;0;8.1518078;9.039628;1.3092496;16.561775
6;Chaco;2023;2;Abuso sexual simple;377;401;40;361;0;30.428034;32.365097;6.5462484;57.488472
6;Chaco;2018;3;Abusos sexuales con acceso carnal (violaciones);83;84;5;79;0;7.033.559;7.1157675;.85798758;13.216935
6;Chaco;2020;3;Abusos sexuales con acceso carnal (violaciones);87;90;3;87;0;7.2226682;7.4717259;.50471574;4.258.859
6;Chaco;2023;3;Abusos sexuales con acceso carnal (violaciones);129;131;4;116;1;3.111.715;3.573.136;2.291187;18.47275
6;Chaco;2023;4;Ciberdelitos sexuales vinculados a menores;22;22;5;4;3;17.756.113;17.756.113;.8182835;2.2294698
6;Chaco;2018;6;Homicidios culposos por otros hechos;36;39;82;27;0;8.9794207;9.2335558;4.070.996;4.5171804
6;Chaco;2020;6;Homicidios culposos por otros hechos;80;85;63;21;1;66.115.339;7.0566297;359.903;34.117.934
6;Chaco;2023;6;Homicidios culposos por otros hechos;173;182;135;47;0;13.962997;4.689.396;22.093588;7.4846487
6;Chaco;2018;7;Homicidios dolosos;52;54;43;11;0;4.4049988;4.5744219;7.3786936;1.8403327
6;Chaco;2020;7;Homicidios dolosos;35;36;88;18;0;8.7170134;8.8000326;4.804.995;2.950.388
6;Chaco;2023;7;Homicidios dolosos;60;62;52;3;0;4.842658;5.0040798;8.531.233;1.5924784
6;Chaco;2018;8;Homicidios dolosos en grado de tentativa;29;36;27;9;0;2.456634;3.049.647;4.6331329;1.5057268
6;Chaco;2020;8;Homicidios dolosos en grado de tentativa;35;44;35;9;0;2.9056711;3.6528437;5.88835;1.4750544
6;Chaco;2023;8;Homicidios dolosos en grado de tentativa;13;4;8;6;0;1.0492426;1.1299535;1.3092496;.95548707
6;Chaco;2018;9;Lesiones culposas en Accidentes Viales;1194;1727;1185;542;0;314.555;462.968;203.34306;90.678215
6;Chaco;2020;9;Lesiones culposas en Accidentes Viales;945;1343;924;118;1;78.453117;111.49475;155.45244;68.50808
6;Chaco;2023;9;Lesiones culposas en Accidentes Viales;1686;2234;1382;851;1;136.07869;180.3083;226.17288;135.51991
6;Chaco;2018;10;Lesiones culposas por otros hechos;17;17;11;6;0;1.4400958;1.4400958;1.8875728;1.0038178
6;Chaco;2020;10;Lesiones culposas por otros hechos;13;13;12;1;0;1.0792493;1.0792493;2.018863;.16389494
6;Chaco;2023;10;Lesiones culposas por otros hechos;18;20;15;5;0;1.4527974;1.642.193;2.454843;.7962392
6;Chaco;2018;11;Lesiones dolosas;2913;3248;1255;1982;11;246.76465;2.754.301;215.35489;331.59451
6;Chaco;2020;11;Lesiones dolosas;2793;349;1295;1833;21;231.87256;261.42737;217.86896;3.001.194
6;Chaco;2023;11;Lesiones dolosas;2832;3059;309;2044;6;228.57346;246.89485;165.12912;325.50259
6;Chaco;2018;12;Muertes en accidentes viales;184;192;158;34;0;15.58692;16.264612;27.112408;5.6883011
6;Chaco;2020;12;Muertes en accidentes viales;136;47;132;15;0;11.290607;12.203818;22.207493;2.4584239
6;Chaco;2023;12;Muertes en accidentes viales;185;203;161;42;0;4.931.529;16.384327;26.34865;6.6884093
6;Chaco;2018;13;Otros delitos contra la integridad sexual;401;423;52;370;1;33.969318;35.832973;8.9230709;61.9021
6;Chaco;2020;13;Otros delitos contra la integridad sexual;538;572;65;492;15;4.466.434;47.486969;3.935.508;80.636307
6;Chaco;2023;13;Otros delitos contra la integridad sexual;573;611;61;547;3;46.247383;49.344;9.9830284;8.738.566
6;Chaco;2023;13;Otros delitos contra la integridad sexual;73;76;8;68;0;5.8919005;6.1340337;1.3092496;3.828.854
6;Chaco;2018;14;Otros delitos contra la libertad;55;63;21;40;2;4.6591334;5.3368258;3.603548;6.6921191
6;Chaco;2018;14;Otros delitos contra la libertad;54;58;19;37;2;4.5744219;4.9132681;3.2603528;6.1902099
6;Chaco;2020;14;Otros delitos contra la libertad;74;76;20;55;1;6.431.188;6.3094573;3.3647716;9.042.212
6;Chaco;2020;14;Otros delitos contra la libertad;74;76;20;55;1;6.431.188;6.3094573;3.3647716;9.042.212
6;Chaco;2023;14;Otros delitos contra la libertad;185;209;58;11;3;4.931.529;16.868591;9.4920607;22.453945
6;Chaco;2023;14;Otros delitos contra la libertad;162;166;37;128;1;13.075176;13.398021;6.0552797;20.383724
6;Chaco;2018;15;Otros delitos contra las personas;264;302;155;121;26;22.363842;25.582878;26.597616;20.24366
6;Chaco;2020;15;Otros delitos contra las personas;213;244;14;111;19;17.683084;20.25668;19.179197;18.192337
6;Chaco;2023;15;Otros delitos contra las personas;49;158;88;65;5;12.025934;12.752333;4.401.747;335.111
6;Chaco;2018;16;Suicidios (consumados);38;38;87;21;0;311.903;311.903;16.569094;3.8729525
6;Chaco;2020;16;Suicidios (consumados);32;32;85;17;0;9.3404284;9.3404284;15.827263;3.063179
6;Chaco;2023;16;Suicidios (consumados);153;153;120;33;0;1.355.954;1.355.954;21.635344;5.7520251
6;Chaco;2018;18;Trata de personas agravado;1;5;2;3;0;.084711522;.42355761;.34319505;.5019089
6;Chaco;2023;18;Trata de personas agravado;2;19;17;2;0;.1642194;1.5335084;2.7821555;.31849569
6;Chaco;2023;19;Trata de personas simple;21;24;4;11;9;1.6949303;1.9370632;.65462482;1.7517263
7;Chubut;2023;1;Abuso sexual agravado;47;51;13;32;6;7.2382302;7.85425;3.9925063;9.8850861
7;Chubut;2023;2;Abuso sexual simple;348;357;35;322;0;53.593704;54.979748;3.749.056;99.468674
7;Chubut;2018;3;Abusos sexuales con acceso carnal (violaciones);160;163;4;49;0;26.738861;27.240215;4.6713066;49.886501
7;Chubut;2020;3;Abusos sexuales con acceso carnal (violaciones);212;219;18;200;1;34.249119;35.379986;5.8029885;64.764954
7;Chubut;2023;3;Abusos sexuales con acceso carnal (violaciones);193;201;24;173;4;29.722944;30.954985;7.3707809;53.411.246
7;Chubut;2023;4;Ciberdelitos sexuales vinculados a menores;33;34;3;24;7;5.082.164;5.2361665;.92134762;7.113.845
7;Chubut;2018;5;Delitos contra el honor;13;13;9;4;0;2.1725326;2.1725326;3.0029829;1.3392349
7;Chubut;2020;5;Delitos contra el honor;31;32;18;4;0;5.0081263;5.1696787;5.8029885;4.5335464
7;Chubut;2023;5;Delitos contra el honor;95;96;58;28;3;4.630.466;4.784.471;17.812721;8.6494503
7;Chubut;2018;6;Homicidios culposos por otros hechos;1;1;1;0;0;.16711788;.16711788;.33366477;0
7;Chubut;2023;6;Homicidios culposos por otros hechos;4;5;1;0;4;.61601961;.77002448;.30711588;0
7;Chubut;2018;7;Homicidios dolosos;46;46;38;8;0;7.6874228;7.6874228;12.679261;2.6784699
7;Chubut;2020;7;Homicidios dolosos;32;32;26;5;1;5.1696787;5.1696787;8.3820944;1.6191238
7;Chubut;2023;7;Homicidios dolosos;30;30;26;4;0;4.620.468;4.620.468;7.9850125;1.2356358
7;Chubut;2018;8;Homicidios dolosos en grado de tentativa;40;42;34;8;0;6.6847153;7.0189509;11.344603;2.6784699
7;Chubut;2020;8;Homicidios dolosos en grado de tentativa;28;33;31;2;0;4.5234685;5.3312311;9.9940357;.64764953
7;Chubut;2023;8;Homicidios dolosos en grado de tentativa;33;34;27;7;0;5.082.164;5.2361665;8.2921286;2.1623626
7;Chubut;2018;9;Lesiones culposas en Accidentes Viales;324;471;34;157;0;5.446.194;78.712524;3.477.074;52.564968
7;Chubut;2020;9;Lesiones culposas en Accidentes Viales;219;283;200;82;1;35.379986;45.719345;64.477654;26.553631
7;Chubut;2023;9;Lesiones culposas en Accidentes Viales;356;512;300;211;1;54.825745;78.85051;92.134766;65.179787
7;Chubut;2023;10;Lesiones culposas por otros hechos;535;566;205;351;3;82.392616;87.166771;62.958755;3.842.703
7;Chubut;2018;11;Lesiones dolosas;2120;2260;939;1321;0;354.28992;377.68643;313.31122;442.28232
7;Chubut;2020;11;Lesiones dolosas;2031;2199;857;1342;0;328.11304;355.25385;276.28674;434.57281
7;Chubut;2023;11;Lesiones dolosas;2055;2160;933;1130;97;316.48007;332.65057;286.53912;349.06711
7;Chubut;2018;12;Muertes en accidentes viales;49;54;11;13;0;8.188776;9.0243654;13.680256;4.3525133
7;Chubut;2020;12;Muertes en accidentes viales;16;17;11;6;0;2.5848393;2.7463918;3.5462708;1.9429486
7;Chubut;2023;12;Muertes en accidentes viales;23;26;21;5;0;3.5421126;40.011.275;6.4494333;1.5445447
7;Chubut;2018;13;Otros delitos contra la integridad sexual;354;365;26;339;0;59.159733;60.998028;8.6752844;113.50016
7;Chubut;2020;13;Otros delitos contra la integridad sexual;381;406;53;352;1;6.155.487;65.590294;17.086576;113.98631
7;Chubut;2023;13;Otros delitos contra la integridad sexual;561;590;79;474;37;86.396744;90.862892;24.262154;4.642.284
7;Chubut;2023;13;Otros delitos contra la integridad sexual;84;89;17;68;4;12.936.111;13.706436;5.2209697;21.005808
7;Chubut;2018;14;Otros delitos contra la libertad;260;265;113;152;0;43.450649;44.28624;37.701.121;50.890926
7;Chubut;2018;14;Otros delitos contra la libertad;259;264;113;151;0;43.283531;44.119122;37.701.121;50.556118
7;Chubut;2020;14;Otros delitos contra la libertad;319;332;136;194;2;51.535233;5.363.544;43.844803;62.822002
7;Chubut;2020;14;Otros delitos contra la libertad;316;329;136;192;1;51.050575;53.150757;43.844803;62.174355
7;Chubut;2023;14;Otros delitos contra la libertad;592;631;238;289;34;91.170898;97.177094;73.093575;89.274681
7;Chubut;2023;14;Otros delitos contra la libertad;590;629;238;287;34;90.862892;96.86908;73.093575;88.65686
7;Chubut;2018;15;Otros delitos contra las personas;2034;214;509;1605;0;339.91779;353.2872;169.83537;537.36798
7;Chubut;2020;15;Otros delitos contra las personas;1811;1915;555;1360;0;292.5715;309.37296;178.92548;440.40167
7;Chubut;2023;15;Otros delitos contra las personas;1138;1223;369;821;33;175.25757;188.34799;113.32576;2.536.423
7;Chubut;2018;16;Suicidios (consumados);69;69;65;4;0;12.609603;12.609603;23.75592;1.4620631
7;Chubut;2020;16;Suicidios (consumados);71;71;65;6;0;12.504711;12.504711;22.880476;2.149.027
7;Chubut;2023;16;Suicidios (consumados);52;52;11;11;0;8.6936312;8.6936312;13.688705;3.6835866
7;Chubut;2023;17;Tentativa de abuso sexual con acceso carnal;49;59;11;28;20;7.5462399;9.0862894;3.3782747;8.6494503
7;Chubut;2018;19;Trata de personas simple;1;1;0;1;0;.16711788;.16711788;0;.33480874
7;Chubut;2020;19;Trata de personas simple;3;3;0;2;1;.48465738;.48465738;0;.64764953
7;Chubut;2023;19;Trata de personas simple;2;2;0;2;0;.3080098;.3080098;0;.61781788
8;Entre Rios;2023;1;Abuso sexual agravado;11;11;3;8;0;.77294087;.77294087;.42882138;1.356.688
8;Entre Rios;2023;2;Abuso sexual simple;271;278;40;235;3;19.042452;19.534325;5.7176185;32.479019
8;Entre Rios;2018;3;Abusos sexuales con acceso carnal (violaciones);46;46;4;11;1;3.3812516;3.3812516;.59886158;5.9205008
8;Entre Rios;2020;3;Abusos sexuales con acceso carnal (violaciones);52;57;13;44;0;3.7519093;4.1126699;1.9094565;6.2399044
8;Entre Rios;2023;3;Abusos sexuales con acceso carnal (violaciones);80;81;13;68;0;5.6213884;5.6916556;1.8582259;9.3981848
8;Entre Rios;2023;4;Ciberdelitos sexuales vinculados a menores;4;4;1;3;0;.2836943;.2836943;.4294046;.4462579
8;Entre Rios;2018;5;Delitos contra el honor;221;221;85;126;3;16.244709;16.244709;12.725808;18.19471
8;Entre Rios;2020;5;Delitos contra el honor;338;343;40;197;6;24.387.111;24.748171;20.563377;27.937754
8;Entre Rios;2023;5;Delitos contra el honor;27;27;18;9;0;1.8972186;1.8972186;2.5729282;1.2438774
8;Entre Rios;2018;6;Homicidios culposos por otros hechos;8;13;7;6;0;.58804375;.95557112;1.0480077;.8664473
8;Entre Rios;2020;6;Homicidios culposos por otros hechos;28;28;22;6;0;2.0202589;2.0202589;3.2313879;.85089606
8;Entre Rios;2023;6;Homicidios culposos por otros hechos;8;8;5;2;1;.56213886;.56213886;.7470231;.2761172
8;Entre Rios;2018;7;Homicidios dolosos;69;78;66;12;0;5.0718775;5.7334266;9.881216;1.7328295
8;Entre Rios;2020;7;Homicidios dolosos;48;50;42;8;0;3.4633009;3.6076052;6.1690135;1.134528
8;Entre Rios;2023;7;Homicidios dolosos;40;40;32;8;0;2.836.942;2.836.942;4.5740948;1.356.688
8;Entre Rios;2018;8;Homicidios dolosos en grado de tentativa;26;26;21;5;0;1.911.422;1.911.422;3.440.232;.72201228
8;Entre Rios;2020;8;Homicidios dolosos en grado de tentativa;49;51;45;6;0;3.5354531;3.6797571;6.6096573;.85089606
8;Entre Rios;2023;8;Homicidios dolosos en grado de tentativa;34;37;27;3;0;2.3890901;2.5998921;3.8593924;1.3820859
8;Entre Rios;2018;9;Lesiones culposas en Accidentes Viales;2563;3080;1934;368;78;188.39452;226.39684;289.54956;154.22182
8;Entre Rios;2020;9;Lesiones culposas en Accidentes Viales;1986;2187;480;707;0;4.329.408;157.79665;217.38428;3.026.392
8;Entre Rios;2023;9;Lesiones culposas en Accidentes Viales;1817;1973;1225;725;23;127.67578;138.63748;1.753.207;3.020.123
8;Entre Rios;2018;10;Lesiones culposas por otros hechos;323;333;204;116;13;23.742266;24.477322;30.511.911;16.750685
8;Entre Rios;2020;10;Lesiones culposas por otros hechos;254;260;158;97;5;18.326633;18.759546;23.207.211;13.756153
8;Entre Rios;2023;10;Lesiones culposas por otros hechos;277;286;183;98;5;19.464056;20.096462;2.615.834;13.544442
8;Entre Rios;2018;11;Lesiones dolosas;2691;2754;1507;389;158;197.80322;202.43407;2.256.239;157.25427
8;Entre Rios;2020;11;Lesiones dolosas;2536;2592;1566;318;8;182.97774;187.01825;230.01607;443.687
8;Entre Rios;2023;11;Lesiones dolosas;2116;2462;437;978;47;169.76593;172.99823;205.40544;135.168
8;Entre Rios;2018;12;Muertes en accidentes viales;158;192;42;50;0;11.613864;111.305;21.259586;7.2201228
8;Entre Rios;2020;12;Muertes en accidentes viales;63;71;57;4;0;4.5455823;5.1227994;8.3722324;1.9854242
8;Entre Rios;2023;12;Muertes en accidentes viales;128;139;38;31;0;8.9942217;9.7671623;15.43757;4.2844663
8;Entre Rios;2018;13;Otros delitos contra la integridad sexual;250;253;40;203;3;18.376368;18.596884;5.9886155;29.313698
8;Entre Rios;2020;13;Otros delitos contra la integridad sexual;287;294;52;240;2;20.707653;21.212719;7.637826;34.035843
8;Entre Rios;2023;13;Otros delitos contra la integridad sexual;322;329;59;265;5;22.626087;23.11796;8.4334869;36.625278
8;Entre Rios;2023;13;Otros delitos contra la integridad sexual;26;26;13;11;2;1.8269511;1.8269511;1.8582259;1.5202945
8;Entre Rios;2018;14;Otros delitos contra la libertad;139;46;63;69;4;321.726;3.731.798;9.4320698;9.963769
8;Entre Rios;2018;14;Otros delitos contra la libertad;98;98;40;45;13;7.203536;7.203536;5.9886155;6.498.133
8;Entre Rios;2020;14;Otros delitos contra la libertad;56;63;17;43;3;4.0405178;4.5455823;2.4969816;6.0980883
8;Entre Rios;2020;14;Otros delitos contra la libertad;53;60;15;42;3;3.824.064;4.3291264;2.2032189;5.9562726
8;Entre Rios;2023;14;Otros delitos contra la libertad;23;25;4;11;0;1.616.491;1.7566838;2.0011663;1.5202945
8;Entre Rios;2023;14;Otros delitos contra la libertad;22;24;13;11;0;1.5458817;16.861.165;1.8582259;1.5202945
8;Entre Rios;2018;15;Otros delitos contra las personas;3244;3313;1363;1621;329;238.45174;243.52362;204.06207;234.07639
8;Entre Rios;2020;15;Otros delitos contra las personas;2807;2891;1257;1616;18;202.53094;208.59172;184.62976;229.17467
8;Entre Rios;2023;15;Otros delitos contra las personas;3540;3674;1319;2318;37;248.74643;258.16226;188.53847;320.36752
8;Entre Rios;2018;16;Suicidios (consumados);234;234;190;44;0;18.732288;18.732288;31.113827;6.8909459
8;Entre Rios;2020;16;Suicidios (consumados);198;198;156;42;0;15.531824;15.531824;25.016117;6.4495916
8;Entre Rios;2023;16;Suicidios (consumados);247;247;206;11;0;18.817657;18.817657;32.053177;6.1201797
8;Entre Rios;2023;17;Tentativa de abuso sexual con acceso carnal;3;3;2;8;0;.70267355;.70267355;.28588092;1.356.688
8;Entre Rios;2020;18;Trata de personas agravado;2;2;1;1;0;.443042;.443042;.4688127;.1181601
8;Entre Rios;2018;19;Trata de personas simple;11;48;23;24;1;30.137.211;3.5282624;3.443454;3.4656589
8;Entre Rios;2020;19;Trata de personas simple;1;1;1;0;0;.07215231;.07215231;.4688127;0
8;Entre Rios;2023;19;Trata de personas simple;1;1;1;0;0;.070267357;.070267357;.4294046;0
9;Formosa;2023;1;Abuso sexual agravado;4;4;0;4;0;.64595312;.64595312;0;1.2853347
9;Formosa;2023;2;Abuso sexual simple;198;223;20;199;4;31.974678;36.011887;6.4927263;63.9454
9;Formosa;2018;3;Abusos sexuales con acceso carnal (violaciones);84;88;26;62;0;114.587;478.671;8.7745056;20.748554
9;Formosa;2020;3;Abusos sexuales con acceso carnal (violaciones);14;119;18;31;0;18.836966;1.966.349;5.9758377;33.225868
9;Formosa;2023;3;Abusos sexuales con acceso carnal (violaciones);116;130;7;121;2;18.732639;20.993475;2.2724543;38.881374
9;Formosa;2023;4;Ciberdelitos sexuales vinculados a menores;4;4;0;4;0;.64595312;.64595312;0;1.2853347
9;Formosa;2018;5;Delitos contra el honor;2;2;0;2;0;.3360616;.3360616;0;.66930819
9;Formosa;2020;5;Delitos contra el honor;3;3;8;2;0;1.6523654;1.6523654;2.6559279;.657938
9;Formosa;2018;6;Homicidios culposos por otros hechos;4;4;1;3;0;.67212319;.67212319;.33748096;1.0039623
9;Formosa;2020;6;Homicidios culposos por otros hechos;6;6;2;4;0;.9911926;.9911926;.66398197;1.315876
9;Formosa;2023;6;Homicidios culposos por otros hechos;5;6;1;5;0;.80741135;.96892965;.32463634;1.6066684
9;Formosa;2018;7;Homicidios dolosos;37;37;32;5;0;6.2171392;6.2171392;3.799.391;1.6732705
9;Formosa;2020;7;Homicidios dolosos;27;28;22;6;0;4.4613867;4.6266232;7.3038015;197.384
9;Formosa;2023;7;Homicidios dolosos;21;21;4;7;0;3.3912537;3.3912537;4.5449085;2.2493355
9;Formosa;2018;8;Homicidios dolosos en grado de tentativa;53;58;37;21;0;8.905632;9.7457867;12.486796;7.0277362
9;Formosa;2020;8;Homicidios dolosos en grado de tentativa;86;94;71;23;0;423.342;15.532235;23.57136;7.566287
9;Formosa;2023;8;Homicidios dolosos en grado de tentativa;66;73;56;17;0;3.658.226;11.788644;18.179634;5.4626722
9;Formosa;2018;9;Lesiones culposas en Accidentes Viales;900;381;545;536;0;151.22772;1.816.113;183.92712;179.3746
9;Formosa;2020;9;Lesiones culposas en Accidentes Viales;648;769;426;343;0;3.707.328;127.0669;1.142.816;112.83637
9;Formosa;2023;9;Lesiones culposas en Accidentes Viales;880;145;588;557;0;423.968;184.90408;190.88615;178.98285
9;Formosa;2020;10;Lesiones culposas por otros hechos;1;1;1;0;0;.16523655;.16523655;.33199099;0
9;Formosa;2023;10;Lesiones culposas por otros hechos;5;5;2;0;3;.80741135;.80741135;.64927268;0
9;Formosa;2018;11;Lesiones dolosas;3127;3399;1583;1796;20;525.43231;571.13666;534.23236;601.03876
9;Formosa;2020;11;Lesiones dolosas;2980;3346;1352;1994;0;492.40491;5.528.847;448.85181;655.96423
9;Formosa;2023;11;Lesiones dolosas;3084;3444;1317;2124;3;498.02985;556.16565;427.54605;682.5127
9;Formosa;2018;12;Muertes en accidentes viales;120;128;34;24;0;20.163696;21.507942;35.098022;8.0316982
9;Formosa;2020;12;Muertes en accidentes viales;73;76;61;15;0;12.062267;12.557978;202.545;4.934535
9;Formosa;2023;12;Muertes en accidentes viales;71;87;59;28;0;11.465668;404.948;19.153543;8.9973421
9;Formosa;2018;13;Otros delitos contra la integridad sexual;207;220;51;169;0;34.782375;36.966774;17.211529;56.556.511
9;Formosa;2020;13;Otros delitos contra la integridad sexual;265;279;29;247;3;43.787685;4.630.994;9.627739;81.255348
9;Formosa;2023;13;Otros delitos contra la integridad sexual;319;360;33;323;4;5.154.759;58.13578;3.712.998;3.379.077
9;Formosa;2023;13;Otros delitos contra la integridad sexual;67;79;3;69;0;3.819.715;12.757574;3.2463632;22.172022
9;Formosa;2018;14;Otros delitos contra la libertad;386;116;166;246;4;64.859886;69.90081;56.021843;82.324905
9;Formosa;2018;14;Otros delitos contra la libertad;386;116;166;246;4;64.859886;69.90081;56.021843;82.324905
9;Formosa;2020;14;Otros delitos contra la libertad;512;566;242;324;0;84.601112;93.523888;8.031.182;3.658.596
9;Formosa;2020;14;Otros delitos contra la libertad;512;566;242;324;0;84.601112;93.523888;8.031.182;3.658.596
9;Formosa;2023;14;Otros delitos contra la libertad;539;573;208;365;0;87.042183;92.532784;67.524353;117.28679
9;Formosa;2023;14;Otros delitos contra la libertad;538;571;208;363;0;86.880692;92.209808;67.524353;11.664.112
9;Formosa;2018;15;Otros delitos contra las personas;601;613;70;543;0;3.098.651;3.300.288;23.623669;181.71718
9;Formosa;2020;15;Otros delitos contra las personas;127;136;73;62;1;20.985.011;22.47217;24.235342;20.396078
9;Formosa;2023;15;Otros delitos contra las personas;36;126;73;53;0;17.117758;20.347523;23.698452;17.030684
9;Formosa;2018;16;Suicidios (consumados);65;65;51;4;0;12.082615;12.082615;1.938.639;5.1647558
9;Formosa;2020;16;Suicidios (consumados);66;66;45;21;0;12.03455;12.03455;16.544361;7.5969973
9;Formosa;2023;16;Suicidios (consumados);78;78;60;18;0;13.811.174;13.811.174;21.477125;6.334259
9;Formosa;2023;17;Tentativa de abuso sexual con acceso carnal;46;50;3;47;0;7.4284606;8.074.443;.97390896;1.532.682
9;Formosa;2023;19;Trata de personas simple;1;2;0;2;0;.1648828;.32297656;0;.64266735
10;Jujuy;2023;1;Abuso sexual agravado;71;75;3;64;1;8.9247665;9.4275703;2.5425172;15.911374
10;Jujuy;2023;2;Abuso sexual simple;495;542;83;445;4;62.221966;68.129906;2.132.894;1.363.377
10;Jujuy;2018;3;Abusos sexuales con acceso carnal (violaciones);153;154;3;44;0;20.29471;20.427357;2.6859193;37.737926
10;Jujuy;2020;3;Abusos sexuales con acceso carnal (violaciones);198;200;29;171;0;25.684898;25.944342;764.367;4.384.542
10;Jujuy;2023;3;Abusos sexuales con acceso carnal (violaciones);153;162;15;44;3;19.232244;20.363552;3.8137758;35.800591
10;Jujuy;2023;4;Ciberdelitos sexuales vinculados a menores;25;26;2;23;1;3.425.235;3.2682245;.50850344;5.7181501
10;Jujuy;2018;5;Delitos contra el honor;79;79;32;47;0;3.478.969;3.478.969;8.5949421;12.31724
10;Jujuy;2020;5;Delitos contra el honor;182;185;83;31;1;23.60935;23.998516;21.792099;25.896839
10;Jujuy;2023;5;Delitos contra el honor;307;322;122;200;0;38.590187;40.475704;31.018711;49.723042
10;Jujuy;2018;6;Homicidios culposos por otros hechos;4;15;8;7;0;1.8570324;1.9896775;2.487.355;1.8344826
10;Jujuy;2020;6;Homicidios culposos por otros hechos;5;6;4;2;0;.64860857;.77833027;1.0502216;.51280868
10;Jujuy;2018;7;Homicidios dolosos;19;19;4;5;0;2.5202582;2.5202582;3.760287;1.333.447
10;Jujuy;2020;7;Homicidios dolosos;35;36;25;11;0;4.5402598;4.6699815;6.5638852;2.8204477
10;Jujuy;2023;7;Homicidios dolosos;17;17;13;4;0;2.1369159;2.1369159;3.3052723;.99446088
10;Jujuy;2018;8;Homicidios dolosos en grado de tentativa;8;8;7;1;0;1.061.164;1.061.164;1.880.435;.26206893
10;Jujuy;2020;8;Homicidios dolosos en grado de tentativa;3;3;1;2;0;.38916513;.38916513;.26255539;.51280868
10;Jujuy;2023;8;Homicidios dolosos en grado de tentativa;17;21;11;8;2;2.1369159;2.6397197;2.7967689;1.9889218
10;Jujuy;2018;9;Lesiones culposas en Accidentes Viales;733;817;581;204;32;97.228912;383.711;156.05191;53.462063
10;Jujuy;2020;9;Lesiones culposas en Accidentes Viales;812;1317;960;352;5;3.533.403;170.84349;252.05318;90.254326
10;Jujuy;2023;9;Lesiones culposas en Accidentes Viales;1322;2056;118;632;6;166.17664;25.841.113;360.52893;157.12482
10;Jujuy;2018;10;Lesiones culposas por otros hechos;11;11;20;20;1;5.4384518;5.4384518;5.3718386;52.113.788
10;Jujuy;2020;10;Lesiones culposas por otros hechos;26;27;18;8;1;3.3727643;3.5024862;4.725997;2.0512347
10;Jujuy;2023;10;Lesiones culposas por otros hechos;92;99;55;43;1;11.564487;12.444393;13.983845;3.690.454
10;Jujuy;2018;11;Lesiones dolosas;1284;1304;630;611;33;170.31639;172.9693;169.21292;167.98619
10;Jujuy;2020;11;Lesiones dolosas;2223;2427;1246;1173;8;288.37137;3.483.459;3.274.401;300.7623
10;Jujuy;2023;11;Lesiones dolosas;3336;3689;1912;1764;13;11.933.835;4.637.375;486.1293;438.55725
10;Jujuy;2018;12;Muertes en accidentes viales;58;63;52;11;0;76.931.199;8.3566456;13.966781;2.8827581
10;Jujuy;2020;12;Muertes en accidentes viales;53;60;48;12;0;6.8752503;7.7833023;12.602659;3.0768521
10;Jujuy;2023;12;Muertes en accidentes viales;79;96;76;20;0;99.303.711;12.06729;19.323132;4.9723043
10;Jujuy;2018;13;Otros delitos contra la integridad sexual;212;221;22;199;0;28.120775;2.934.583;5.9090223;52.151718
10;Jujuy;2020;13;Otros delitos contra la integridad sexual;398;408;54;354;0;51.629238;52.926456;1.177.992;90.767136
